SYMBOL
ABB.NS
ACC.NS
ABBOTINDIA.NS
ADANIENT.NS
ADANIGREEN.NS
ADANIPORTS.NS
ATGL.NS
ADANITRANS.NS
ABCAPITAL.NS
ABFRL.NS
ALKEM.NS
AMBUJACEM.NS
APOLLOHOSP.NS
ASHOKLEY.NS
ASIANPAINT.NS
ASTRAL.NS
AUBANK.NS
AUROPHARMA.NS
DMART.NS
AXISBANK.NS
BAJAJ-AUTO.NS
BAJFINANCE.NS
BAJAJFINSV.NS
BAJAJHLDNG.NS
BALKRISIND.NS
BANDHANBNK.NS
BANKBARODA.NS
BANKINDIA.NS
BATAINDIA.NS
BERGEPAINT.NS
BEL.NS
BHARATFORG.NS
BHEL.NS
BPCL.NS
BHARTIARTL.NS
BIOCON.NS
BOSCHLTD.NS
BRITANNIA.NS
CANBK.NS
CHOLAFIN.NS
CIPLA.NS
COALINDIA.NS
COFORGE.NS
COLPAL.NS
CONCOR.NS
COROMANDEL.NS
CROMPTON.NS
CUMMINSIND.NS
DLF.NS
DABUR.NS
DALBHARAT.NS
DEEPAKNTR.NS
DIVISLAB.NS
DIXON.NS
LALPATHLAB.NS
DRREDDY.NS
EICHERMOT.NS
EMAMILTD.NS
ESCORTS.NS
FEDERALBNK.NS
FORTIS.NS
GAIL.NS
GODREJCP.NS
GODREJPROP.NS
GRASIM.NS
GUJGASLTD.NS
GSPL.NS
HCLTECH.NS
HDFCAMC.NS
HDFCBANK.NS
HDFCLIFE.NS
HAVELLS.NS
HEROMOTOCO.NS
HINDALCO.NS
HAL.NS
HINDPETRO.NS
HINDUNILVR.NS
HINDZINC.NS
HONAUT.NS
HDFC.NS
ICICIBANK.NS
ICICIGI.NS
ICICIPRULI.NS
ISEC.NS
IDFCFIRSTB.NS
ITC.NS
INDIANB.NS
IEX.NS
INDHOTEL.NS
IOC.NS
IGL.NS
INDUSTOWER.NS
INDUSINDBK.NS
NAUKRI.NS
INFY.NS
INDIGO.NS
IPCALAB.NS
JSWENERGY.NS
JSWSTEEL.NS
JINDALSTEL.NS
JUBLFOOD.NS
KOTAKBANK.NS
L&TFH.NS
LTTS.NS
LICHSGFIN.NS
LTIM.NS
LT.NS
LAURUSLABS.NS
LINDEINDIA.NS
LUPIN.NS
MRF.NS
M&MFIN.NS
M&M.NS
MARICO.NS
MARUTI.NS
MFSL.NS
MPHASIS.NS
MUTHOOTFIN.NS
NTPC.NS
NATIONALUM.NS
NAVINFLUOR.NS
NESTLEIND.NS
NAM-INDIA.NS
OBEROIRLTY.NS
ONGC.NS
OIL.NS
OFSS.NS
PIIND.NS
PAGEIND.NS
PATANJALI.NS
PERSISTENT.NS
PETRONET.NS
PIDILITIND.NS
POONAWALLA.NS
PFC.NS
POWERGRID.NS
PRESTIGE.NS
PGHH.NS
PNB.NS
RECLTD.NS
RELIANCE.NS
SBILIFE.NS
SRF.NS
MOTHERSON.NS
SHREECEM.NS
SHRIRAMFIN.NS
SIEMENS.NS
SBIN.NS
SAIL.NS
SUNPHARMA.NS
SUNTV.NS
SYNGENE.NS
TVSMOTOR.NS
TATACHEM.NS
TATACOMM.NS
TCS.NS
TATACONSUM.NS
TATAELXSI.NS
TATAMOTORS.NS
TATAPOWER.NS
TATASTEEL.NS
TTML.NS
TECHM.NS
RAMCOCEM.NS
TITAN.NS
TORNTPHARM.NS
TORNTPOWER.NS
TRENT.NS
TRIDENT.NS
TIINDIA.NS
UPL.NS
ULTRACEMCO.NS
UNIONBANK.NS
UBL.NS
MCDOWELL-N.NS
VBL.NS
VEDL.NS
IDEA.NS
VOLTAS.NS
WHIRLPOOL.NS
WIPRO.NS
YESBANK.NS
ZEEL.NS
ZYDUSLIFE.NS
