SYMBOL
AAPL
MSFT
GOOG
GOOGL
AMZN
TSLA
NVDA
META
V
XOM
UNH
JNJ
JPM
WMT
MA
HD
PG
CVX
LLY
BAC
MRK
KO
ABBV
AVGO
PFE
ORCL
PEP
COST
TMO
DIS
CSCO
NKE
DHR
ABT
ACN
MCD
TMUS
WFC
ADBE
CMCSA
VZ
CRM
TXN
MS
UPS
LIN
NFLX
PM
BMY
QCOM
NEE
T
SCHW
RTX
AMD
HON
COP
LOW
AMGN
UNP
AXP
CAT
INTU
SBUX
BA
GS
INTC
SPGI
PLD
IBM
BX
DE
ELV
LMT
MDT
BLK
CVS
SYK
AMT
AMAT
GILD
C
NOW
PYPL
EL
BKNG
ADP
TJX
ISRG
CI
GE
MDLZ
ADI
CB
MMC
MO
TGT
REGN
ZTS
PGR
DUK
VRTX
ITW
USB
SO
SLB
EOG
LRCX
HCA
BDX
EQIX
MU
BSX
CSX
FISV
MRNA
NOC
TFC
AON
PNC
MMM
CCI
APD
ETN
SHW
GD
CME
CHTR
FCX
HUM
WM
CL
ICE
MCO
ATVI
GM
SCCO
NSC
F
KLAC
OXY
MPC
SNPS
MAR
PSA
MET
FDX
EMR
MNST
SQ
VMW
PXD
EW
MCK
CDNS
DG
D
VLO
SRE
ORLY
KKR
KDP
ADSK
PANW
WDAY
KHC
APH
AEP
HSY
CMG
PSX
TEAM
MCHP
COF
FIS
A
ROP
AZO
MSCI
ECL
NUE
ADM
CTAS
SPG
GIS
IQV
JCI
KMB
LVS
AIG
PAYX
PH
APO
STZ
AFL
MSI
HES
